"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	NA	NA	NA	NA	NA	"EMPIDIDAE"	"Empididae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EMPIDIDAE"	NA	NA	NA	NA	NA	"EMPIDIDAE"	"Empididae-pupae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"EPHYDRIDAE"	NA	NA	NA	NA	NA	"EPHYDRIDAE"	"Ephydridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"MUSCIDAE"	"COENOSIINAE"	"LIMNOPHORINI"	NA	"LIMNOPHORA"	NA	"LIMNOPHORA"	"Limnophora"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"MUSCOMORPHA"	NA	"MUSCIDAE"	NA	NA	NA	NA	NA	"MUSCIDAE"	"Muscidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"STRATIOMYOMORPHA"	NA	"STRATIOMYIDAE"	"STRATIOMYINAE"	"OXYCERINI"	NA	"CALOPARYPHUS"	NA	"CALOPARYPHUS"	"Caloparyphus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"STRATIOMYOMORPHA"	NA	"STRATIOMYIDAE"	NA	NA	NA	NA	NA	"STRATIOMYIDAE"	"Stratiomyidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"ATHERICIDAE"	NA	NA	NA	"ATHERIX"	NA	"ATHERIX"	"Atherix"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"PELECORHYNCHIDAE"	NA	NA	NA	"GLUTOPS"	NA	"GLUTOPS"	"Glutops"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"BRACHYCERA"	"TABANOMORPHA"	NA	"TABANIDAE"	NA	NA	NA	NA	NA	"TABANIDAE"	"Tabanidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"BLEPHARICERIDAE"	"BLEPHARICERINAE"	"BLEPHARICERINI"	NA	"AGATHON"	NA	"AGATHON"	"Agathon"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"BLEPHARICERIDAE"	"BLEPHARICERINAE"	"BLEPHARICERINI"	NA	"BLEPHARICERA"	NA	"BLEPHARICERA"	"Blepharicera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"BLEPHARICERIDAE"	"BLEPHARICERINAE"	"BLEPHARICERINI"	NA	"PHILORUS"	NA	"PHILORUS"	"Philorus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"BLEPHARICERIDAE"	NA	NA	NA	NA	NA	"BLEPHARICERIDAE"	"Blephariceridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"DEUTEROPHLEBIIDAE"	NA	NA	NA	"DEUTEROPHLEBIA"	NA	"DEUTEROPHLEBIA"	"Deuterophlebia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"BLEPHARICEROMORPHA"	NA	"DEUTEROPHLEBIIDAE"	NA	NA	NA	NA	NA	"DEUTEROPHLEBIIDAE"	"Deuterophlebiidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"CULICOIDINI"	NA	"CULICOIDES"	NA	"CULICOIDES"	"Culicoides"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"PALPOMYIINI"	NA	NA	NA	"PALPOMYIINI"	"Bezzia/Palpomyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	NA	NA	NA	NA	"CERATOPOGONINAE"	"Ceratopogoninae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	"ATRICHOPOGON"	NA	"ATRICHOPOGON"	"Atrichopogon"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	"FORCIPOMYIA"	NA	"FORCIPOMYIA"	"Forcipomyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	NA	NA	"FORCIPOMYIINAE"	"Forcipomyiinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	NA	NA	NA	NA	NA	"CERATOPOGONIDAE"	"Ceratopogonidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"APEDILUM"	NA	"APEDILUM"	"Apedilum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"CHIRONOMUS"	NA	"CHIRONOMUS"	"Chironomus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	"MICROTENDIPES.PEDELLUS"	"MICROTENDIPES.PEDELLUS"	"Microtendipes pedellus gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	"MICROTENDIPES.RYDALENSIS"	"MICROTENDIPES.RYDALENSIS"	"Microtendipes rydalensis gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PHAENOPSECTRA"	NA	"PHAENOPSECTRA"	"Phaenopsectra"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	NA	"POLYPEDILUM"	"Polypedilum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"SERGENTIA"	NA	"SERGENTIA"	"Sergentia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	NA	NA	"CHIRONOMINI"	"Chironomini"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"CLADOTANYTARSUS"	NA	"CLADOTANYTARSUS"	"Cladotanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"MICROPSECTRA"	NA	"MICROPSECTRA"	"Micropsectra"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"PARATANYTARSUS"	NA	"PARATANYTARSUS"	"Paratanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"RHEOTANYTARSUS"	NA	"RHEOTANYTARSUS"	"Rheotanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"STEMPELLINA"	NA	"STEMPELLINA"	"Stempellina"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"STEMPELLINELLA"	NA	"STEMPELLINELLA"	"Stempellinella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"TANYTARSUS"	NA	"TANYTARSUS"	"Tanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	NA	NA	"TANYTARSINI"	"Micropsectra/Tanytarsus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	NA	NA	"TANYTARSINI"	"Tanytarsini"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	NA	NA	NA	NA	"CHIRONOMINAE"	"Chironominae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"DIAMESA"	NA	"DIAMESA"	"Diamesa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"PAGASTIA"	NA	"PAGASTIA"	"Pagastia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"POTTHASTIA"	"POTTHASTIA.GAEDII"	"POTTHASTIA.GAEDII"	"Potthastia Gaedii Gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"PSEUDODIAMESA"	NA	"PSEUDODIAMESA"	"Pseudodiamesa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	NA	NA	NA	NA	"DIAMESINAE"	"Diamesinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"BRILLIA"	NA	"BRILLIA"	"Brillia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"BRYOPHAENOCLADIUS"	NA	"BRYOPHAENOCLADIUS"	"Bryophaenocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CARDIOCLADIUS"	"CARDIOCLADIUS.ALBIPLUMUS"	"CARDIOCLADIUS.ALBIPLUMUS"	"Cardiocladius albiplumus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CHAETOCLADIUS"	NA	"CHAETOCLADIUS"	"Chaetocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CORYNONEURA"	NA	"CORYNONEURA"	"Corynoneura"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.BICINCTUS"	"CRICOTOPUS.BICINCTUS"	"Cricotopus Bicinctus Gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.ISOCLADIUS"	"CRICOTOPUS.ISOCLADIUS"	"Cricotopus Isocladius--Type I"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.NOSTOCICOLA"	"CRICOTOPUS.NOSTOCICOLA"	"Cricotopus (Nostoc.) nostocicola"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.NOSTOCOCLADIUS"	"CRICOTOPUS.NOSTOCOCLADIUS"	"Cricotopus Nostococladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.NOSTOCOCLADIUS"	"CRICOTOPUS.NOSTOCOCLADIUS"	"Cricotopus Nostococladius--Type II"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	"CRICOTOPUS.TRIFASCIA"	"CRICOTOPUS.TRIFASCIA"	"Cricotopus Trifascia Gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"CRICOTOPUS"	NA	"CRICOTOPUS"	"Cricotopus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"EUKIEFFERIELLA"	NA	"EUKIEFFERIELLA"	"Eukiefferiella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HELENIELLA"	NA	"HELENIELLA"	"Heleniella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HETEROTRISSOCLADIUS"	"HETEROTRISSOCLADIUS.MARCIDUS"	"HETEROTRISSOCLADIUS.MARCIDUS"	"Heterotrissocladius Marcidus Gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"HYDROBAENUS"	NA	"HYDROBAENUS"	"Hydrobaenus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"KRENOSMITTIA"	NA	"KRENOSMITTIA"	"Krenosmittia"
