"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"LIMNOPHYES"	NA	"LIMNOPHYES"	"Limnophyes"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"LOPESCLADIUS"	NA	"LOPESCLADIUS"	"Lopescladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"METRIOCNEMUS"	NA	"METRIOCNEMUS"	"Metriocnemus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	"ORTHOCLADIUS.COMPLEX"	"ORTHOCLADIUS.COMPLEX"	"Orthocladius complex"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"ORTHOCLADIUS"	"ORTHOCLADIUS.LIGNICOLA"	"ORTHOCLADIUS.LIGNICOLA"	"Orthocladius (Symp.) lignicola"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAKIEFFERIELLA"	NA	"PARAKIEFFERIELLA"	"Parakiefferiella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAMETRIOCNEMUS"	NA	"PARAMETRIOCNEMUS"	"Parametriocnemus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAMETRIOCNEMUS"	NA	"PARAMETRIOCNEMUS"	"Parametriocnemus \"n.\""
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARAPHAENOCLADIUS"	NA	"PARAPHAENOCLADIUS"	"Paraphaenocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PARORTHOCLADIUS"	NA	"PARORTHOCLADIUS"	"Parorthocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"PSEUDORTHOCLADIUS"	NA	"PSEUDORTHOCLADIUS"	"Pseudorthocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"RHEOCRICOTOPUS"	NA	"RHEOCRICOTOPUS"	"Rheocricotopus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"STILOCLADIUS"	NA	"STILOCLADIUS"	"Stilocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"SYNORTHOCLADIUS"	NA	"SYNORTHOCLADIUS"	"Synorthocladius"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"THIENEMANNIELLA"	NA	"THIENEMANNIELLA"	"Thienemanniella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	"TVETENIA"	"TVETENIA.BAVARICA"	"TVETENIA.BAVARICA"	"Tvetenia Bavarica Gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"ORTHOCLADIINAE"	NA	NA	NA	NA	"ORTHOCLADIINAE"	"Orthocladiinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PODONOMINAE"	"BOREOCHLINI"	NA	"BOREOCHLUS"	NA	"BOREOCHLUS"	"Boreochlus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PODONOMINAE"	NA	NA	NA	NA	"PODONOMINAE"	"Podonominae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"PRODIAMESINAE"	NA	NA	NA	NA	"PRODIAMESINAE"	"Prodiamesinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"MACROPELOPIINI"	NA	"MACROPELOPIA"	NA	"MACROPELOPIA"	"Macropelopia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"MACROPELOPIINI"	NA	"PSECTROTANYPUS"	NA	"PSECTROTANYPUS"	"Psectrotanypus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	"ABLABESMYIA"	NA	"ABLABESMYIA"	"Ablabesmyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	"KRENOPELOPIA"	NA	"KRENOPELOPIA"	"Krenopelopia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	"LARSIA"	NA	"LARSIA"	"Larsia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	"NILOTANYPUS"	"NILOTANYPUS.FIMBRIATUS"	"NILOTANYPUS.FIMBRIATUS"	"Nilotanypus fimbriatus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	"PENTANEURA"	NA	"PENTANEURA"	"Pentaneura"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	"THIENEMANNIMYIA"	NA	"THIENEMANNIMYIA"	"Thienemannimyia gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	"PENTANEURINI"	NA	NA	NA	"PENTANEURINI"	"Paramerina/Zavrelimyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"TANYPODINAE"	NA	NA	NA	NA	"TANYPODINAE"	"Tanypodinae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	"DIXA"	NA	"DIXA"	"Dixa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	"DIXELLA"	NA	"DIXELLA"	"Dixella"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	"MERINGODIXA"	NA	"MERINGODIXA"	"Meringodixa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"DIXIDAE"	NA	NA	NA	NA	NA	"DIXIDAE"	"Dixidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"SIMULIIDAE"	"SIMULIINAE"	"PROSIMULIINI"	NA	"PROSIMULIUM"	NA	"PROSIMULIUM"	"Prosimulium"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"SIMULIIDAE"	"SIMULIINAE"	"SIMULIINI"	NA	"SIMULIUM"	NA	"SIMULIUM"	"Simulium"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"SIMULIIDAE"	NA	NA	NA	NA	NA	"SIMULIIDAE"	"Simuliidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"SIMULIIDAE"	NA	NA	NA	NA	NA	"SIMULIIDAE"	"Simuliidae-pupae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"THAUMALEIDAE"	NA	NA	NA	"THAUMALEA"	NA	"THAUMALEA"	"Thaumalea"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"THAUMALEIDAE"	NA	NA	NA	NA	NA	"THAUMALEIDAE"	"Thaumaleidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	"PSYCHODINAE"	NA	NA	"MARUINA"	NA	"MARUINA"	"Maruina"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	"PSYCHODINAE"	NA	NA	"PERICOMA"	NA	"PERICOMA"	"Pericoma"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	"PSYCHODINAE"	NA	NA	"PSYCHODA"	NA	"PSYCHODA"	"Psychoda"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	"PSYCHODINAE"	NA	NA	NA	NA	"PSYCHODINAE"	"Pericoma/Telmatoscopus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PSYCHODOMORPHA"	NA	"PSYCHODIDAE"	NA	NA	NA	NA	NA	"PSYCHODIDAE"	"Psychodidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PTYCHOPTEROMORPHA"	NA	"PTYCHOPTERIDAE"	"PTYCHOPTERINAE"	NA	NA	"PTYCHOPTERA"	NA	"PTYCHOPTERA"	"Ptychoptera"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"PTYCHOPTEROMORPHA"	NA	"PTYCHOPTERIDAE"	NA	NA	NA	NA	NA	"PTYCHOPTERIDAE"	"Ptychopteridae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"CRYPTOLABIS"	NA	"CRYPTOLABIS"	"Cryptolabis"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"GONOMYIA"	NA	"GONOMYIA"	"Gonomyia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"HESPEROCONOPA"	NA	"HESPEROCONOPA"	"Hesperoconopa"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"MOLOPHILUS"	NA	"MOLOPHILUS"	"Molophilus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"RHABDOMASTIX"	"RHABDOMASTIX.FASCIGERA"	"RHABDOMASTIX.FASCIGERA"	"Rhabdomastix fascigera gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"RHABDOMASTIX"	"RHABDOMASTIX.SETIGERA"	"RHABDOMASTIX.SETIGERA"	"Rhabdomastix setigera gr."
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"ERIOPTERINI"	NA	"RHABDOMASTIX"	NA	"RHABDOMASTIX"	"Rhabdomastix"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"HEXATOMA"	NA	"HEXATOMA"	"Hexatoma"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"LIMNOPHILA"	NA	"LIMNOPHILA"	"Limnophila"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"PILARIA"	NA	"PILARIA"	"Pilaria"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"PSEUDOLIMNOPHILA"	NA	"PSEUDOLIMNOPHILA"	"Pseudolimnophila"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"LIMONIINI"	NA	"ANTOCHA"	NA	"ANTOCHA"	"Antocha"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"LIMONIINI"	NA	"LIMONIA"	NA	"LIMONIA"	"Limonia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"PEDICIINI"	NA	"DICRANOTA"	NA	"DICRANOTA"	"Dicranota"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"PEDICIINI"	NA	"PEDICIA"	NA	"PEDICIA"	"Pedicia"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"TIPULINAE"	NA	NA	"TIPULA"	NA	"TIPULA"	"Tipula"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	NA	NA	NA	NA	NA	"TIPULIDAE"	"Tipulidae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DIPTERA"	"Diptera"
